,ticker,cik
3460,nwhm,0001574596
4356,nwl,0000814453
1508,nwli,0001635984
5034,nwn,0001733998
2214,nwpx,0001001385
2287,nws,0001564708
4847,nx,0001423221
1173,nxc,0000885732
1823,nxe,0001698535
5602,nxgn,0000708818
677,nxn,0000885731
2218,nxp,0000883618
1877,nxpi,0001413447
1397,nxq,0000885733
2045,nxr,0000888411
1184,nxrt,0001620393
5545,nxst,0001142417
5608,nxtc,0001661059
983,nxtd,0001566826
3670,nyc,0001595527
1298,nycb,0000910073
4642,nymt,0001273685
3087,nymx,0001018735
4456,nyt,0000071691
5082,nyv,0001454981
4234,o,0000726728
3043,oac,0001773751
717,obas,0001077618
4468,obci,0000350737
5584,oblg,0000746210
1699,obln,0001427570
1208,obnk,0001516912
5250,obsv,0001685316
3272,oc,0001370946
5526,occ,0001000230
1490,occi,0001716951
920,ocfc,0001004702
4565,ocft,0001780531
4831,ocgn,0001372299
2654,ocn,0000873860
2264,ocsi,0001577791
454,ocsl,0001414932
98,ocul,0001393434
1754,ocx,0001642380
3314,odc,0000074046
4272,odfl,0000878927
5499,odp,0000800240
1762,odt,0001717452
2000,oec,0001609804
147,oeg,0001108967
3813,oesx,0001409375
2454,ofc,0000860546
3384,ofed,0001501078
2994,ofg,0001030469
5689,ofix,0000884624
35,oflx,0001317945
5033,ofs,0001487918
5801,oge,0001021635
2444,ogen,0001174940
4523,ogi,0001620737
4714,ogs,0001587732
493,ohi,0000888491
3956,oi,0000812074
4441,oii,0000073756
4965,oiim,0001095348
3883,ois,0001121484
3046,oke,0001039684
2184,okta,0001660134
1579,olb,0001314196
4006,oled,0001005284
4422,olli,0001639300
2135,oln,0000074303
4464,olp,0000712770
4022,om,0001484612
5472,omab,0001378239
3241,omc,0000029989
4160,omcl,0000926326
1683,omer,0001285819
2794,omex,0000798528
3684,omf,0001584207
3221,omi,0000075252
3804,omp,0001652133
5362,on,0001097864
3823,onb,0000707179
5894,oncr,0001671818
5783,oncs,0001444307
1870,onct,0001260990
1505,oncy,0001129928
3929,one,0001722380
4749,onem,0001404123
317,onew,0001772921
1542,onto,0000704532
3008,ontx,0001130598
1304,onvo,0001497253
3114,ooma,0001327688
3044,opbk,0001722010
2118,opch,0001014739
5837,opes,0001723580
2365,opgn,0001293818
1917,ophc,0001288855
3337,opi,0001456772
1198,opk,0000944809
3448,opnt,0001385508
5901,opof,0000740971
2996,opp,0001678130
5344,opra,0001737450
1954,oprt,0001538716
3652,oprx,0001448431
3707,opt,0001815620
3209,optn,0001494650
3924,optt,0001378140
2816,opy,0000791963
5630,or,0001627272
4983,ora,0001296445
16,oran,0001038143
2844,orbc,0001361983
4277,orc,0001518621
1748,orcc,0001655888
4019,orcl,0001341439
2852,orgo,0001661181
5812,orgs,0001460602
780,ori,0000074260
3626,oric,0001796280
2139,orly,0000898173
955,ormp,0001176309
645,orn,0001402829
2141,orph,0001764791
1170,orrf,0000826154
5588,orsn,0001770251
409,ortx,0001748907
1675,osb,0000877365
1255,osbc,0000357173
5601,osg,0000075208
990,osh,0001564406
5227,osis,0001039065
4233,osk,0000775158
4369,osmt,0001739426
5674,osn,0001485538
4245,ospn,0001044777
1822,oss,0001394056
3338,ostk,0001130713
465,osur,0001116463
5323,osw,0001758488
4243,otel,0001288359
4574,otex,0001002638
487,otic,0001493566
2409,otis,0001781335
3267,otlk,0001649989
729,otrau,0001821318
1702,otrk,0001136174
3154,ottr,0001466593
2233,out,0001579877
289,ovbc,0000894671
5683,ovid,0001636651
4040,ovly,0001431567
1565,ovv,0001792580
428,oxbr,0001584831
5818,oxfd,0001586049
1724,oxlc,0001495222
5199,oxm,0000075288
2228,oxsq,0001259429
651,oxy,0000797468
3635,oyst,0001720725
2171,ozk,0001569650
631,paa,0001070423
3018,paas,0000771992
3155,pac,0001347557
2513,pacb,0001299130
238,pacd,0001517342
4559,pack,0001712463
859,pacw,0001102112
4869,pae,0001720821
1467,pag,0001019849
1160,pagp,0001581990
221,pags,0001712807
2888,pahc,0001069899
885,pai,0000075398
2562,paicu,0001810560
2459,pam,0001469395
2107,pana,0001811063
2048,pand,0001807901
4183,panl,0001606909
228,panw,0001327567
226,par,0000708821
3561,parr,0000821483
3156,pasg,0001787297
776,pati,0001616741
3967,patk,0000076605
1341,pavm,0001624326
3680,paya,0001819881
3005,payc,0001590955
1428,pays,0001496443
5167,payx,0000723531
1118,pb,0001068851
2062,pba,0001546066
13,pbb,0001287032
5338,pbct,0001378946
5912,pbf,0001534504
4494,pbfs,0001769663
3273,pbfx,0001582568
5436,pbh,0001295947
5835,pbhc,0001609065
4957,pbi,0000078814
3990,pbio,0000830656
706,pbip,0001578776
535,pbpb,0001195734
1452,pbr,0001119639
1778,pbt,0000319654
1626,pbts,0001754323
4604,pbyi,0001401667
5790,pcar,0000075362
2453,pcb,0001423869
2911,pcf,0000810943
2925,pcg,0001004980
4391,pch,0001338749
1552,pci,0001558629
170,pcm,0000908187
3392,pcom,0001204413
971,pcpl,0001800347
3451,pcrx,0001396814
3737,pcsa,0001533743
2705,pcsb,0001691337
5321,pcti,0001057083
3884,pcty,0001591698
2771,pcvx,0001649094
1266,pcyg,0000050471
3243,pcyo,0000276720
4589,pd,0001568100
2115,pdce,0000077877
2742,pdco,0000891024
3890,pdd,0001737806
5215,pdex,0000788920
3810,pdfs,0001120914
2392,pdi,0001510599
2179,pdlb,0001703489
2896,pdli,0000882104
4757,pdm,0001042776
2103,pds,0001013605
2472,pdsb,0001472091
1941,pdt,0000855886
2536,pe,0001594466
5704,peak,0000765880
1001,peb,0001474098
2015,pebk,0001093672
2229,pebo,0000318300
614,peck,0001634447
5816,ped,0001141197
4566,peg,0000788784
661,pega,0001013857
1743,pei,0000077281
3151,peix,0000778164
3037,pen,0001321732
2970,penn,0000921738
3562,peo,0000216851
1666,pep,0000077476
4082,peri,0001338940
2967,pesi,0000891532
3766,petq,0001668673
4409,pets,0001040130
2606,petz,0001684425
4073,pfbc,0001492165
2757,pfbi,0000887919
2411,pfc,0000946647
336,pfd,0000868578
633,pfe,0000078003
5233,pfg,0001126328
89,pfgc,0001618673
3411,pfh,0001137774
728,pfhd,0001630856
3123,pfie,0001289636
412,pfin,0000075340
2344,pfis,0001056943
3848,pflt,0001504619
5858,pfmt,0001550695
1346,pfo,0000882071
4502,pfpt,0001212458
1105,pfs,0001178970
5261,pfsi,0001745916
5834,pfsw,0001095315
5730,pg,0000080424
831,pgc,0001050743
1436,pgen,0001356090
3585,pgny,0001551306
180,pgp,0001318025
4335,pgr,0000080661
1217,pgre,0001605607
401,pgti,0001354327
607,pgz,0001557523
4216,ph,0000076334
4947,phas,0001169245
2913,phat,0001783183
1924,phcf,0001729089
340,phd,0001305767
3657,phg,0000313216
2057,phge,0001739174
4929,phi,0000078150
5236,phio,0001533040
3319,phm,0000822416
961,phr,0001412408
4547,pht,0001166258
410,phun,0001665300
3149,phx,0000315131
384,pi,0001114995
2255,pic,0001772720
337,pico,0000830122
1497,pih,0001591890
3594,pii,0000931015
5506,pim,0000830622
4003,pinc,0001577916
103,pine,0001786117
1694,ping,0001679826
335,pins,0001506293
916,pipr,0001230245
2948,pirs,0001583648
4050,pixy,0001675634
5023,pjt,0001626115
2586,pk,0001617406
5263,pkbk,0001315399
4888,pke,0000076267
135,pkg,0000075677
805,pki,0000031791
229,pko,0001412350
1926,pkoh,0000076282
1904,pkx,0000889132
5408,plab,0000810136
676,plag,0001117057
5682,plan,0001540755
2880,play,0001525769
3573,plbc,0001168455
1491,plce,0001041859
5462,pld,0001045609
2334,plg,0001095052
5382,plin,0001735556
1842,pll,0001728205
4858,plm,0000866028
3933,plmr,0001761312
3193,plnt,0001637207
3481,plow,0001287213
5618,plpc,0000080035
5251,plrx,0001746473
24,plse,0001625101
1525,plt,0000914025
596,pltr,0001321655
3368,plug,0001093691
5723,plus,0001022408
2537,plx,0001006281
3265,plxp,0001497504
1019,plxs,0000785786
3714,plya,0001692412
3763,plym,0001515816
5291,pm,0001413329
2162,pmbc,0001109546
161,pmd,0000806517
3822,pme,0001517130
2706,pmm,0000844790
4699,pmo,0000900422
3953,pmt,0001464423
299,pmvp,0001699382
1244,pnbk,0001098146
3358,pnc,0000713676
3185,pnfp,0001115055
3266,pnm,0001108426
4211,pnnt,0001383414
4420,pnr,0000077360
1263,pnrg,0000056868
1695,pntg,0001766400
3441,pnw,0000764622
1084,poai,0001446159
5890,podd,0001145197
3778,pola,0001622345
2587,pool,0000945841
2152,por,0000784977
2726,post,0001530950
2892,powi,0000833640
266,powl,0000080420
5385,ppbi,0001028918
3875,ppc,0000802481
3791,ppd,0001793294
106,ppg,0000079879
2805,ppih,0000914122
5329,ppl,0000922224
3497,ppr,0000826020
2389,ppsi,0001449792
1277,ppt,0000827773
794,pqg,0001708035
65,pra,0001127703
121,praa,0001185348
5640,prah,0001613859
5743,prax,0001689548
691,prcp,0000887226
1636,prdo,0001046568
5050,prft,0001085869
965,prfx,0001801834
4783,prgo,0001585364
4025,prgs,0000876167
701,prgx,0001007330
4591,pri,0001475922
960,prim,0001361538
4389,prk,0000805676
4709,prlb,0001443669
4254,prld,0001678660
2735,prmw,0000884713
3658,pro,0001392972
3655,prof,0001628808
3177,prog,0001580063
5135,pros,0001634038
3296,prov,0001010470
798,prpb,0001812667
2390,prph,0000868278
4926,prpl,0001643953
1300,prpo,0001043961
1766,prqr,0001612940
3496,prsc,0001220754
592,prsp,0001724670
2840,prt,0001724009
4830,prta,0001559053
1146,prth,0001653558
2440,prtk,0001178711
5277,prts,0001378950
5317,prty,0001592058
5557,prvb,0001695357
3685,prvl,0001714798
883,ps,0001725579
5804,psa,0001393311
3045,psac,0001805521
3140,psb,0000866368
5822,psf,0001498612
3166,pshg,0001481241
216,psmt,0001041803
5918,psn,0000275880
5493,psnl,0001527753
1215,pso,0000938323
999,pstg,0001474432
4017,psth,0001811882
4518,psti,0001158780
1790,pstl,0001759774
3175,pstv,0001095981
4539,pstx,0001661460
5207,psx,0001534701
5424,psxp,0001572910
4853,pt,0001716338
3399,pta,0001793882
1653,ptac,0001784535
778,ptc,0000857005
5928,ptct,0001070081
4626,pte,0001076682
5448,pten,0000889900
2188,ptgx,0001377121
3636,pti,0001445283
3041,pticu,0001821075
101,ptmn,0001372807
2572,ptn,0000911216
5571,ptnr,0001096691
4162,pton,0001639825
1391,ptr,0001108329
2758,ptrs,0000832090
5715,ptsi,0000798287
747,ptvca,0000009346
846,ptve,0001527508
3862,puk,0001116578
1047,pulm,0001574235
1222,pump,0001680247
1540,puyi,0001750264
4178,pvac,0000077159
2129,pvbc,0001778784
494,pvg,0001508844
2075,pvh,0000078239
5636,pvl,0001520048
3342,pw,0001532619
3298,pwfl,0001774170
5190,pwod,0000716605
172,pwr,0001050915
4430,pxd,0001038357
1752,pxlw,0001040161
1632,pxmd,0001811623
764,pxs,0001640043
5690,pypd,0001611842
5232,pypl,0001633917
5537,pzg,0001629210
3617,pzn,0001399249
4792,pzza,0000901491
137,qada,0001036188
5772,qcom,0000804328
1949,qcrh,0000906465
2327,qd,0001692705
4174,qdel,0000353569
2972,qep,0001108827
722,qfin,0001741530
4259,qgen,0001015820
4946,qh,0001781193
5068,qiwi,0001561566
1604,qk,0001769256
2613,qlgn,0001460702
1591,qlys,0001107843
1242,qmco,0000709283
4486,qnst,0001117297
2649,qqq,0001067839
5855,qqqx,0001608741
4257,qrhc,0001442236
945,qrtea,0001355096
4266,qrvo,0001604778
144,qsr,0001618756
399,qtnt,0001596946
2269,qtrx,0001503274
1410,qts,0001577368
1971,qtt,0001733298
4664,qtwo,0001410384
1450,quad,0001481792
3615,quik,0000882508
2747,qumu,0000892482
4146,quot,0001115128
3999,qure,0001590560
1985,qvcc,0001254699
2568,r,0000085961
1853,ra,0001655099
5485,raca,0001811764
1065,race,0001648416
4278,rad,0000084129
4966,rada,0000761238
624,radi,0001810739
3405,rail,0001320854
2695,ramp,0000733269
5665,rand,0000081955
700,rapt,0001673772
1121,rare,0001515673
329,rave,0000718332
2306,ravn,0000082166
27,rba,0001046102
663,rbac,0001815184
4454,rbb,0001499422
4788,rbbn,0001708055
2544,rbc,0000082811
1548,rbcaa,0000921557
325,rbcn,0001410172
1673,rbkb,0001751783
1965,rbnc,0001606440
2133,rc,0001527590
4766,rcel,0001762303
615,rcg,0000919567
4317,rchgu,0001817786
5619,rci,0000733099
5521,rcii,0000933036
679,rckt,0001281895
3182,rcky,0000895456
2466,rcl,0000884887
1862,rcm,0001472595
5851,rcmt,0000700841
64,rcon,0001442620
5122,rcs,0000916183
1305,rcus,0001724521
5125,rdcm,0001016838
5879,rdfn,0001382821
284,rdhl,0001553846
5230,rdi,0000716634
4004,rdn,0000890926
4755,rdnt,0000790526
4932,rdus,0001428522
5517,rdvt,0001720116
1235,rdwr,0001094366
4057,rdy,0001135951
3495,re,0001095073
3963,real,0001573221
5533,redu,0001712178
4661,reed,0001140215
4621,refr,0000793524
813,reg,0000910606
2198,regi,0001463258
4195,regn,0000872589
1833,rei,0001384195
1625,rekr,0001697851
4682,rell,0000355948
5800,relv,0000768710
5330,relx,0000929869
534,renn,0001509223
531,reph,0001588972
3840,repl,0001737953
2030,res,0000742278
2602,resi,0001555039
2013,resn,0001579910
5401,reta,0001358762
1366,reto,0001687277
5129,rev,0000887921
434,revg,0001687221
418,rex,0000744187
5273,rexn,0001228627
4872,rexr,0001571283
1864,reyn,0001786431
2990,rezi,0001740332
3328,rf,0001281761
3344,rfi,0000891290
2866,rfil,0000740664
5655,rfl,0001713863
2120,rfp,0001393066
448,rga,0000898174
1643,rgco,0001069533
802,rgen,0000730272
3004,rgld,0000085535
4198,rgls,0001505512
2,rgnx,0001590877
50,rgp,0001084765
1150,rgr,0000095029
2760,rgs,0000716643
3404,rgt,0001514490
662,rh,0001528849
683,rhe,0001004724
2947,rhi,0000315213
4813,rhp,0001040829
275,ribt,0001063537
5692,rick,0000935419
2164,ride,0001759546
4120,rig,0001451505
1331,rigl,0001034842
2125,rily,0001464790
3001,rio,0000863064
2641,riot,0001167419
2311,riv,0001501072
2871,rive,0001590799
4491,rjf,0000720005
4583,rkda,0001469443
2633,rkt,0001805284
3696,rl,0001037038
3019,rlay,0001812364
1770,rlgt,0001171155
236,rlgy,0001398987
939,rlh,0001052595
4268,rli,0000084246
4938,rlj,0001511337
5863,rlmd,0001553643
5831,rm,0001519401
164,rmax,0001581091
4498,rmbi,0001767837
1810,rmbl,0001596961
1657,rmbs,0000917273
4185,rmcf,0001616262
5666,rmd,0000943819
5535,rmed,0001716621
280,rmg,0001757932
4435,rmi,0001746967
208,rmni,0001635282
1847,rmpl^,0001644771
4798,rmr,0001644378
4959,rmrm,0001452477
5260,rmt,0000912147
3110,rmti,0001041024
649,rna,0001599901
5830,rndb,0001667161
5615,rnet,0001162112
2487,rng,0001384905
2935,rngr,0001699039
405,rnlx,0001811115
5852,rnp,0001224450
3332,rnr,0000913144
1036,rnst,0000715072
4087,rnwk,0001046327
1901,road,0001718227
2659,roch,0001796303
3388,rock,0000912562
3898,rog,0000084748
4822,roic,0001407623
3049,rok,0001024478
2815,roku,0001428439
2751,rol,0000084839
5786,roll,0001324948
652,root,0001788882
4455,rop,0000882835
2908,rost,0000745732
3915,rp,0001286225
2781,rpai,0001222840
3818,rpay,0001720592
5386,rpd,0001560327
1433,rpla,0001763731
1757,rpm,0000110621
3173,rprx,0001802768
304,rpt,0000842183
420,rptx,0001808158
4536,rqi,0001157842
1219,rrbi,0001071236
2067,rrc,0000315852
482,rrd,0000029669
569,rrgb,0001171759
4080,rrr,0001653653
2873,rs,0000861884
2142,rsg,0001060391
5853,rsss,0001386301
843,rtlr,0001748773
3456,rtrx,0001438533
4202,rtx,0000101829
803,ruby,0001709401
2517,ruhn,0001753268
2709,run,0001469367
3060,rusha,0001012019
5752,ruth,0001324272
4978,rvi,0001735184
5487,rvlv,0001746618
5794,rvmd,0001628171
4365,rvnc,0001479290
1042,rvp,0000946563
4795,rvsb,0001041368
5294,rvt,0000804116
5142,rwlk,0001607962
2143,rwt,0000930236
4328,rxn,0001439288
3532,rxt,0001810019
4439,ry,0001000275
2515,ryaay,0001038683
5372,ryam,0001597672
5400,ryb,0001708441
5136,ryi,0001481582
5634,ryn,0000052827
4352,rytm,0001649904
777,sa,0001231346
115,sabr,0001597033
1798,sacc,0001682220
1946,saf,0001377936
4711,safe,0001688852
4896,safm,0000812128
3905,saft,0001172052
3567,sage,0001597553
2349,sah,0001043509
4577,saia,0001177702
3642,saic,0001571123
4350,saii,0001816048
339,sail,0001627857
3809,sal,0001060219
1481,salm,0001050606
3839,salt,0001587264
3226,sam,0000949870
5914,sama,0001754824
5777,samg,0001549966
2819,san,0000891478
5573,sand          ,0001434614
5027,sanm,0000897723
193,sanw,0001477246
4444,sap,0001000184
4695,sasr,0000824410
2292,sats,0001415404
5099,sava,0001069530
2170,save,0001498710
85,sb,0001434754
2374,sbac,0001034054
1014,sbba,0001483934
5736,sbbp,0001634432
3947,sbcf,0000730708
2719,sbe,0001777393
2355,sbfg,0000767405
1307,sbgi,0000912752
3128,sbh,0001368458
2266,sblk,0001386716
4301,sbny,0001288784
2667,sbow,0000351817
3656,sbph,0001566373
2859,sbr,0000710752
2806,sbra,0001492298
2003,sbs,0001170858
1122,sbsi,0000705432
4808,sbsw,0001786909
1302,sbt,0001680379
33,sbux,0000829224
3163,sc,0001580608
1332,scco,0001001838
4781,scd,0001270131
5025,schl,0000866729
1874,schn,0000912603
4334,schw,0000316709
3191,sci,0000089089
3997,sckt,0000944075
1066,scl,0000094049
5637,scor,0001158172
1782,scpe,0001764301
5201,scph,0001604950
4848,scpl,0001760717
4205,scs,0001050825
5350,scsc,0000918965
4,scu,0001403256
2879,scvl,0000895447
5096,scvx,0001794717
930,scwx,0001468666
4232,scx,0000093676
1454,scyx,0001178253
5621,sd,0001349436
2874,sdc,0001775625
214,sdgr,0001490978
4804,sdpi,0001600422
5000,se,0001703399
3926,seac,0001019671
4476,seas,0001564902
149,seb,0000088121
2378,seco,0001633441
2955,sedg,0001419612
2876,see,0001012100
4157,seed,0001321851
4586,seel,0001017491
5205,seic,0000350894
4187,selb,0001453687
2581,self,0001031235
3631,sem,0001320414
3144,senea,0000088948
1687,sens,0001616543
4194,sesn,0001485003
2071,sf,0000720672
3880,sfbc,0001541119
5131,sfbs,0001430723
3528,sfe,0000086115
692,sfet,0001725332
952,sfix,0001576942
3159,sfl,0001289877
4171,sfm,0001575515
5477,sfnc,0000090498
4452,sfst,0001090009
2796,sft,0001762322
756,sftw,0001753539
878,sfun,0001294404
5146,sg,0001744894
684,sga,0000886136
3152,sgbx,0001023994
1600,sgc,0000095574
4543,sgen,0001060736
3780,sgh,0001616533
1826,sglb,0000788611
4296,sgma,0000915358
5813,sgmo,0001001233
28,sgms,0000750004
4109,sgoc,0001412095
4324,sgrp,0001004989
5367,sgry,0001638833
1974,sgu,0001002590
2952,shak,0001620533
5049,shbi,0001035092
3260,shen,0000354963
591,shg,0001263043
1442,shi,0000908732
2317,ship,0001448397
110,shlx,0001610466
3240,sho,0001295810
4306,shoo,0000913241
4151,shop,0001594805
4568,shsp,0001506439
5113,shw,0000089800
848,shyf,0000743238
1060,si,0001312109
3303,sibn,0001459839
447,sic,0001723866
4378,sid,0001049659
5733,sieb,0000065596
1063,sien,0001551693
1404,sif,0000090168
3590,sify,0001094324
5063,sig,0000832988
1603,siga,0001010086
4969,sigi,0000230557
4112,sii,0001512920
3023,silc,0000916793
558,silk,0001397702
5059,silv,0001659520
2492,sim,0000887153
5422,simo,0001329394
3994,sina,0001094005
1609,sino,0001422892
1524,sint,0001269026
1566,siri,0000908937
667,sitc,0000894315
1126,site,0001650729
4730,sitm,0001451809
3218,sivb,0000719739
2488,six,0000701374
5883,sj,0001753673
5443,sji,0000091928
4177,sjm,0000091419
4402,sjr,0000932872
4704,sjt,0000319655
3259,sjw,0000766829
1755,skm,0001015650
840,skt,0000899715
1905,skx,0001065837
5700,sky,0000090896
5274,skyw,0000793733
390,slab,0001038074
4652,slb,0000087347
5315,slca,0001524741
2157,slct,0001263762
1179,sldb,0001707502
2418,slf,0001097362
3679,slg,0001040971
5780,slgg,0001621672
1030,slgl,0001684693
5628,slgn,0000849869
2294,slm,0001032033
4665,sln,0001479615
669,slno,0001484565
3607,slp,0001023459
3736,slqt,0001794783
3200,slrc,0001418076
3744,slrx,0001615219
1340,sls,0001390478
1990,sm,0000893538
2701,smar,0001366561
1570,smbc,0000916907
5696,smbk,0001038773
5377,smci,0001375365
2443,smed,0000898770
3853,smfg,0001022837
3739,smg,0000825542
540,smhi,0001690334
5916,smit,0000922612
4433,smlp,0001549922
608,smm,0001534293
2362,smmc,0001774155
1725,smmf,0000811808
4646,smmt,0001599298
4715,smp,0000093389
3580,smpl,0001702744
4920,smsi,0000948708
4298,smtc,0000088941
4134,smts,0001705259
2744,smtx,0001108320
3619,sna,0000091440
2620,snap,0001564408
4072,snbp,0001029125
3056,snbr,0000827187
422,snca,0001357459
2038,sncr,0001131554
4906,snd,0001529628
4967,snde,0001326089
5169,sndl,0001766600
4675,sndr,0001692063
5594,sndx,0001395937
3417,sne,0000313838
4265,snes,0001680378
2380,snex,0000913760
4650,snfca,0000318673
3014,sngx,0000812796
1325,snmp,0001362705
989,snn,0000845982
2373,snoa,0001367083
288,snow,0001640147
408,snp,0001123658
4867,snps,0000883241
1367,snr,0001610114
2609,snss,0001061027
5328,snv,0000018349
4021,snx,0001177394
5876,sny,0001121404
4184,so,0000092122
5066,soac,0001798562
4114,sogo,0001713947
826,soho,0001301236
2988,sohu,0001734107
4131,soi,0001697500
568,sol,0001417892
2525,solo,0001637736
4584,soly,0001548187
2449,son,0000091767
1697,sona,0001325670
1559,sonm,0001178697
5703,sonn,0001106838
4785,sono,0001314727
5088,sor,0000091847
3955,sos,0001346610
3311,sp,0001059262
4913,spb           ,0000109177
2408,spcb,0001291855
4209,spce,0001706946
5030,spe,0000897802
1967,spel,0001808945
5032,spfi,0001163668
3702,spg,0001063761
5202,spgi,0000064040
2286,sph,0001005210
5529,spi,0001210618
773,spke,0001606268
893,splk,0001353283
2149,splp,0001452857
4767,spne,0001637761
5407,spns,0000885740
821,spok,0001289945
1773,spot,0001639920
523,sppi,0000831547
4984,spr,0001364885
260,sprb,0001683553
5721,spro,0001701108
1883,sprt,0001104855
3568,spsc,0001092699
2995,spt,0001517375
4406,sptn,0000877422
1250,spwh,0001132105
227,spwr,0000867773
5679,spxc,0000088205
4994,spxx,0001338561
5903,sq,0001512673
3187,sqbg,0001648428
43,sqft,0001080657
1982,sqm,0000909037
3432,sqns,0001383395
3950,sr,0001126956
5680,srac,0001781162
1370,srax,0001538217
142,src,0001308606
4345,srce,0000034782
5413,srcl,0000861878
3723,srdx,0000924717
714,sre,0001032208
2297,srev,0001310114
3325,srg,0001628063
166,srga,0001760173
3346,sri,0001043337
435,srl,0000016859
4478,srlp,0001525287
4771,srne,0000850261
4654,srpt,0000873303
521,srra,0001290149
1669,srrk,0001727196
1555,srsau,0001821682
4990,srt,0001031029
95,srts,0001494891
748,srv,0001400897
309,ssb,0000764038
4292,ssd,0000920371
1310,sskn,0001051514
3162,ssl,0000314590
1897,ssnc,0001402436
2934,ssnt,0001236275
1448,ssp,0000832428
1984,sspk,0001779474
2491,ssrm,0000921638
1873,ssss,0001509470
1931,ssti,0001351636
2914,sstk,0001549346
2446,ssy,0000096793
1006,ssys,0001517396
444,st,0001477294
5405,staa,0000718937
2039,staf,0001499717
1377,stag,0001479094
3996,star          ,0001095651
411,stay,0001581164
4386,stba,0000719220
774,stc,0000094344
3786,stcn,0000914712
1553,ste,0001757898
2643,step,0001796022
3533,stfc,0000874977
1475,stg,0001723935
2032,stim,0001227636
1858,stk,0001471420
5224,stkl,0000351834
2582,stks,0001399520
1227,stl,0001070154
489,stld,0001022671
2504,stm,0000932787
5429,stmp,0001082923
4541,stn,0001131383
1361,stnd,0001492915
698,stne,0001745431
4986,stok,0001623526
4598,ston,0001753886
771,stor,0001538990
271,stpk,0001758766
2257,stra,0001013934
5454,strl,0000874238
124,strm,0001008586
894,stro,0001382101
2748,strs,0000885508
1114,strt,0000933034
834,stsa,0001692830
1881,stt,0000093751
697,sttk,0001680367
5192,stwd,0001465128
2853,stwou,0001819438
4270,stx,0001137789
480,stxb,0001499453
2764,stxs,0001289340
4581,stz,0000016918
3032,su,0000311337
4861,sui,0000912593
463,sum,0001621563
1818,sumo,0001643269
702,sumr,0001314772
4954,sun,0001552275
3799,suns,0001508171
1176,sunw,0001172631
3211,sup,0000095552
1344,supn,0001356576
4887,supv,0001517399
4993,surf,0001718108
3507,suz,0000909327
2652,sva,0001084201
2058,svacu,0001794905
1075,svbi,0000868271
3972,svc,0000945394
4346,svm,0001340677
3742,svmk,0001739936
1407,svra,0001160308
4952,svt,0000089140
4634,swav,0001642545
5534,swbi,0001092796
604,swch,0001710583
2161,swi,0001739942
2368,swir,0001111863
5305,swk,0000093556
5456,swkh,0001089907
3666,swks,0000004127
3057,swm,0001000623
3094,swn,0000007332
804,swtx,0001773427
1507,swx,0001692115
5540,swz,0000813623
4909,sxc,0001514705
4323,sxi,0000310354
369,sxt,0000310142
5556,sxtc,0001723980
2009,sy,0001758530
3575,sybt,0000835324
693,sybx,0001527599
3555,syf,0001601712
1920,syk,0000310764
4624,syke,0001010612
5645,syn,0000894158
994,syna,0000817720
4493,sync,0001408278
1668,synh,0001610950
5165,synl,0000095953
5585,sypr,0000864240
4890,syrs,0001556263
5707,syta,0001649009
3484,syx,0000945114
3878,syy,0000096021
2516,szc,0001506488
2194,t,0000732717
3611,ta,0001378453
461,tac,0001144800
5395,taco,0001585583
2325,tact,0001017303
4333,tait,0000942126
4372,tak,0001395064
1832,tal,0001499620
515,talo,0001724965
2210,tanh,0001588084
2121,taop,0001552670
5046,tap,0000024545
2499,tara,0001359931
160,taro,0000906338
347,tars,0001819790
249,tast,0000809248
2421,tat,0001092289
2547,tatt,0000808439
4504,tayd,0000096536
4033,tbbk,0001295401
1627,tbi,0000768899
346,tbio,0001693415
4895,tbk,0001539638
2448,tblt,0001668370
2679,tbnk,0001447051
3922,tbph,0001583107
1638,tc,0001743340
1140,tcbi,0001077428
191,tcbk,0000356171
5210,tcco,0000096699
2480,tcda,0001595585
1232,tcf,0000019612
4550,tcfc,0000855874
538,tci,0000733590
3608,tcmd,0001027838
806,tco,0000890319
3204,tcom,0001269238
2004,tcon,0001394319
5532,tcp,0001075607
315,tcpc,0001370755
2727,tcrr,0001750019
1295,tcs,0001411688
3354,tcx,0000909494
3276,td,0000947263
429,tda,0001051512
2768,tdac,0001673481
3317,tdc,0000816761
4899,tdf,0000919893
2636,tdg,0001260221
3391,tdoc,0001477449
4155,tdw,0000098222
3717,tdy,0001094285
1787,teaf,0001704299
4528,team,0001650372
5415,tech,0000842023
396,teck,0000886986
4611,tectp,0001766526
3435,tedu,0001592560
2290,tef,0000814052
4474,tei,0000909112
907,tekku,0001822027
162,tel,0001385157
1093,tela,0001561921
1814,tell,0000061398
4773,ten,0001024725
31,tenb,0001660280
522,tenx,0000034956
4024,teo,0000932470
1580,ter,0000097210
4319,tess,0000927355
934,teum,0001084384
2394,teva,0000818686
2435,tex,0000097216
5449,tfc,0000092230
3835,tffp,0001733413
2628,tfii,0001588823
2131,tfsl,0001381668
19,tfx,0000096943
3189,tg,0000850429
4092,tga,0000736744
5555,tgb,0000878518
2258,tgc,0001001614
4144,tgh,0001413159
3576,tgi,0001021162
359,tgls,0001534675
4106,tgna,0000039899
3421,tgp,0001308106
1979,tgs,0000931427
3542,tgt,0000027419
5255,tgtx,0001001316
395,th,0001712189
4375,thbr,0001769318
796,thc,0000070318
5466,thca,0001773087
207,thcb,0001760689
